text,label,category
"Weekly sync scheduled for Monday at 10 AM to discuss Q3 OKR progress and assign owners for next sprint.",0,business_email
"Thanks for reviewing the design mockups. I have incorporated your feedback on the dashboard layout and typography.",0,business_email
"Please find attached the revised proposal for the enterprise licensing agreement with Apex Technologies.",0,business_email
"The engineering team completed the database migration to PostgreSQL 16 last night. All services are stable.",0,business_email
"Can you review the attached pull request for the authentication refactor? It needs two approvals before merge.",0,business_email
"I have forwarded the signed NDA to legal. We can begin the vendor evaluation next week.",0,business_email
"The quarterly business review is scheduled for Thursday at 2 PM in Conference Room B.",0,business_email
"Following up on our conversation from Tuesday regarding the SLA breach. The root cause analysis is attached.",0,business_email
"Please submit your expense reports for the Chicago conference by end of this week for reimbursement processing.",0,business_email
"The new version of the API documentation has been published to the internal developer portal.",0,business_email
"Could you share the updated project timeline so we can align the resource allocation for next quarter?",0,business_email
"The security audit findings have been reviewed. We need to patch the three critical vulnerabilities by Friday.",0,business_email
"Reminder: all managers should complete the annual budget forecast submission by November 15th.",0,business_email
"The client presentation for Meridian Healthcare is tomorrow at 9 AM. Please review the deck before then.",0,business_email
"I have scheduled a call with the AWS account team to discuss our reserved instance pricing for 2025.",0,business_email
"The new brand guidelines have been approved by leadership. Please update all marketing materials accordingly.",0,business_email
"Our legal team has reviewed the licensing terms. There are two clauses we need to negotiate further.",0,business_email
"The feature freeze for version 3.4 is tomorrow. All pending tickets must be resolved or deferred by tonight.",0,business_email
"Please coordinate with the procurement team to finalize the hardware purchase order for the new data center.",0,business_email
"I have shared the competitive analysis report in the shared drive under the Strategy folder.",0,business_email
"The product roadmap for H2 has been approved. I will schedule a kickoff call with all stakeholders next week.",0,business_email
"Our Salesforce integration is now live in production. The sales team can start tracking pipeline activities.",0,business_email
"Following up on the vendor contract renewal. The deadline is December 1st and we need sign-off from finance.",0,business_email
"The load testing results for the payment gateway are in. Performance looks good at 5000 concurrent users.",0,business_email
"Please confirm your availability for the cross-functional planning session on the 18th at 3 PM.",0,business_email
"The data retention policy update has been approved by the compliance team and takes effect next month.",0,business_email
"I have completed the technical scoping for the mobile app redesign. The estimate is six weeks.",0,business_email
"Heads up: the dev environment will be down for maintenance this Saturday from midnight to 6 AM.",0,business_email
"The customer success team needs a demo environment ready for the Acme Corp pilot starting Monday.",0,business_email
"Please review and approve the attached purchase order for the cybersecurity training licenses.",0,business_email
"We are moving forward with the cloud provider switch to Azure. The migration plan is attached for review.",0,business_email
"The analytics pipeline is now ingesting data from all regional offices. Dashboard should update hourly.",0,business_email
"I have drafted the terms of service update. Please review section 4 regarding data processing agreements.",0,business_email
"The UX research findings from last month are ready. I am scheduling a readout session for next Tuesday.",0,business_email
"Please make sure the disaster recovery documentation is updated before the ISO audit next month.",0,business_email
"The Jira board has been restructured to align with the new team topology. Please update your sprint tickets.",0,business_email
"Our Q4 hiring plan has been approved. We are adding three engineers and one product manager.",0,business_email
"The infrastructure cost for October came in under budget. Detailed breakdown is in the finance report.",0,business_email
"I need the feature specification document finalized by Wednesday so the design team can start wireframes.",0,business_email
"The integration with Stripe for payment processing is ready for QA testing in the staging environment.",0,business_email
"Team call at 4 PM to walk through the post-incident review findings. Please come prepared with your notes.",0,business_email
"The contract with DataStream Inc. has been executed. Their team will onboard next week.",0,business_email
"Marketing needs the product feature list by Friday for the upcoming trade show promotional materials.",0,business_email
"The support ticket volume is up 20% this month. Let us discuss staffing options in tomorrow's ops review.",0,business_email
"Please coordinate with DevOps to set up the CI/CD pipeline for the new microservices architecture.",0,business_email
"The pilot program with GreenLeaf Corp went well. They are ready to sign the full contract.",0,business_email
"I have reviewed the architecture proposal. The event-driven approach makes sense for the scale we need.",0,business_email
"Our penetration testing vendor has submitted their final report. The remediation plan is due in two weeks.",0,business_email
"The monthly engineering all-hands is scheduled for the last Friday of this month at noon.",0,business_email
"Please update the runbook for the payment service to reflect the new failover procedure implemented last week.",0,business_email
"Good morning team. Today we have the product demo at 2 PM and the retrospective at 4 PM.",0,internal_comms
"Quick update: the office kitchen will be closed for renovations from Monday through Wednesday next week.",0,internal_comms
"Reminder that timesheets are due by 5 PM on Friday. Please make sure all hours are correctly logged.",0,internal_comms
"The all-hands meeting recording has been posted to the internal wiki. Please watch it before our team call.",0,internal_comms
"Congratulations to Sarah and the platform team for the successful zero-downtime deployment last night.",0,internal_comms
"Heads up: there will be a network maintenance window this Sunday from 2 AM to 5 AM Pacific time.",0,internal_comms
"The parking validation system in the office garage has been updated. Please see the instructions from facilities.",0,internal_comms
"Our Slack workspace is being reorganized. Please check the new channel structure by end of week.",0,internal_comms
"The Q3 team outing is scheduled for October 12th. Please submit your activity preference by Friday.",0,internal_comms
"Reminder: the mandatory security training module must be completed by November 30th for all employees.",0,internal_comms
"The new expense reimbursement portal is live. Please use it for all future submissions starting this month.",0,internal_comms
"Coffee chat signups for this month are now open. A great way to meet colleagues from other departments.",0,internal_comms
"The badge system will be upgraded this weekend. Facilities will issue temporary badges on Saturday morning.",0,internal_comms
"Team lunch is today at noon at The Olive Garden on Fifth Street. Looking forward to seeing everyone there.",0,internal_comms
"The Zoom subscription tier has been upgraded. All users now have access to breakout rooms and cloud recording.",0,internal_comms
"Internal audit team will be visiting our department next week. Please ensure all documentation is up to date.",0,internal_comms
"Reminder: the company employee survey closes this Friday. Please take 10 minutes to share your feedback.",0,internal_comms
"The new collaboration tool trial starts Monday. Please install the desktop app before then.",0,internal_comms
"Happy to share that our team was recognized with the Q3 Excellence Award by leadership. Great work everyone.",0,internal_comms
"The summer work-from-home policy ends on September 1st. Please plan accordingly for office attendance.",0,internal_comms
"IT will be pushing a mandatory OS update to all laptops tonight. Please save your work before 8 PM.",0,internal_comms
"The whiteboard in conference room A has been replaced. New one is now digital and syncs with your calendar.",0,internal_comms
"Please note that the data center access policy has been updated. All visitors must now be pre-registered.",0,internal_comms
"Reminder: submit your workshop topic proposals for the engineering offsite by this Thursday.",0,internal_comms
"The Friday afternoon learning sessions resume next week. First up is a talk on observability by the SRE team.",0,internal_comms
"We have a new onboarding session for the three engineers joining us on Monday. Please welcome them warmly.",0,internal_comms
"Annual leave balances will be reset on December 31st. Please check your remaining days in the HR portal.",0,internal_comms
"The internal knowledge base has been migrated to Confluence. All Notion pages have been archived.",0,internal_comms
"Our team photo session for the company directory is rescheduled to next Thursday at 2 PM in the lobby.",0,internal_comms
"Reminder that the ISO 27001 recertification audit starts in two weeks. All relevant teams should be prepared.",0,internal_comms
"Your leave request for December 23rd to January 2nd has been approved. Enjoy the holidays.",0,hr
"Welcome to the team. Your onboarding schedule for the first week has been sent to your work email.",0,hr
"Please complete the mandatory benefits enrollment by October 31st to ensure your coverage continues.",0,hr
"Your performance review meeting is scheduled for next Wednesday at 11 AM with your direct manager.",0,hr
"The company has updated its remote work policy. Please review the attached document at your earliest convenience.",0,hr
"Congratulations on your promotion to Senior Software Engineer effective November 1st.",0,hr
"Please submit your PTO request for the upcoming holiday period through the HR portal.",0,hr
"The new parental leave policy is now in effect. Full details are available on the HR intranet page.",0,hr
"Your employment contract renewal has been prepared. Please review and sign it by November 15th.",0,hr
"All employees must complete the updated code of conduct training by the end of this quarter.",0,hr
"The company picnic is scheduled for Saturday, August 24th. Families are welcome to join.",0,hr
"Please update your emergency contact information in the HR system by end of this month.",0,hr
"Your probationary period has been successfully completed. We look forward to your continued contributions.",0,hr
"The salary adjustment for your role has been processed and will reflect in your November paycheck.",0,hr
"The annual health and wellness fair is on October 5th. Biometric screenings are available from 9 AM.",0,hr
"Please note the office will be closed on November 11th for Veterans Day. Normal operations resume on the 12th.",0,hr
"Your FMLA paperwork has been received and is under review. You will hear back within five business days.",0,hr
"New health insurance options are available during the open enrollment period from November 1st to 15th.",0,hr
"Your tuition reimbursement request for the online certification course has been approved up to the policy limit.",0,hr
"The quarterly all-staff meeting will be held virtually this Friday at 1 PM. Please add it to your calendar.",0,hr
"We would like to schedule a 30-minute check-in to discuss your career development goals for next year.",0,hr
"Your request for a standing desk has been approved and will be delivered to your workstation next Monday.",0,hr
"The mandatory anti-harassment training must be completed before December 15th. Please check your email for the link.",0,hr
"Your offboarding paperwork has been prepared. Please stop by HR to return your badge and equipment.",0,hr
"The employee stock option grant for Q4 has been processed. Please log into the equity portal to review.",0,hr
"We are pleased to confirm your relocation assistance for your move to the San Francisco office.",0,hr
"Please submit your receipts for the professional development conference by Friday for reimbursement.",0,hr
"The holiday schedule for this year has been posted on the company intranet under the HR section.",0,hr
"Your request to transfer to the London office has been reviewed and approved by leadership.",0,hr
"Please ensure your direct reports complete their self-evaluations in Workday by end of next week.",0,hr
"Thank you for contacting our support team. Your ticket number is #84291. We aim to respond within 24 hours.",0,customer_support
"We have resolved the billing discrepancy on your account. The corrected invoice is attached for your records.",0,customer_support
"Your refund of $47.50 has been processed and should appear in your account within 3 to 5 business days.",0,customer_support
"We appreciate your feedback on the recent product update. Our engineering team is reviewing your suggestion.",0,customer_support
"Your support ticket has been escalated to our senior technical team. A specialist will contact you shortly.",0,customer_support
"We are happy to confirm that your subscription has been successfully renewed for another 12 months.",0,customer_support
"Thank you for your patience. The issue with the login page has been resolved. Please try again now.",0,customer_support
"Your product return request has been approved. Please use the prepaid label attached to ship it back.",0,customer_support
"We have updated your account preferences as requested. Changes are effective immediately.",0,customer_support
"We apologize for the service disruption earlier today. Full service has been restored as of 3:42 PM.",0,customer_support
"Your order has been shipped via FedEx. Tracking number: 7489201847. Estimated delivery is Thursday.",0,customer_support
"Your account has been unlocked. If you did not request this change please contact our support team directly.",0,customer_support
"We have received your cancellation request. Your subscription will remain active until the billing cycle ends.",0,customer_support
"A technician has been scheduled to visit your location on Friday between 2 PM and 4 PM to resolve the issue.",0,customer_support
"Thank you for verifying your identity. We have updated your security settings as requested.",0,customer_support
"Your warranty replacement unit has been approved. Shipping details will be sent separately.",0,customer_support
"We are following up on your survey response. Thank you for the detailed feedback about your experience.",0,customer_support
"The account merge you requested has been completed. Both accounts are now unified under your primary email.",0,customer_support
"Your report of a technical issue with the mobile app has been logged and assigned to our development team.",0,customer_support
"We are glad to confirm that your custom pricing plan is now active on your account.",0,customer_support
"Please join us for Monday's sprint planning at 9 AM. We will groom the backlog and finalize sprint goals.",0,sprint_planning
"The sprint retrospective is at 3 PM on Friday. Bring your notes on what went well and what needs improvement.",0,sprint_planning
"Our current sprint velocity is 42 story points. Let us aim for 45 next sprint given the team is now fully staffed.",0,sprint_planning
"The backlog grooming session is tomorrow. We need to estimate the six new stories added by the product team.",0,sprint_planning
"Sprint 23 review is scheduled for Thursday. Each team member should demo their completed features.",0,sprint_planning
"We need to discuss the tech debt tickets in the backlog. I propose we dedicate 20% of the next sprint to them.",0,sprint_planning
"The definition of done has been updated to include integration tests. Please review before the next sprint starts.",0,sprint_planning
"Three tickets from the previous sprint are being carried over. Let us discuss their estimates in planning.",0,sprint_planning
"The roadmap alignment session is next Monday. Please review the priorities before we finalize the sprint scope.",0,sprint_planning
"Can we schedule a story mapping session for the new checkout flow before we begin sprint planning?",0,sprint_planning
"We are planning to split the monolith into three services over the next two sprints. Architecture review needed.",0,sprint_planning
"The new Jira workflow has been configured to match our updated definition of done and acceptance criteria.",0,sprint_planning
"Please estimate the API rate limiting story before the planning session. I need a rough complexity assessment.",0,sprint_planning
"The sprint capacity this iteration is reduced due to two team members being on leave. Adjusting scope accordingly.",0,sprint_planning
"The team agreed to a spike for the OAuth2 integration. It will take one sprint before we can commit to the story.",0,sprint_planning
"The Redis caching layer is causing a race condition under high load. I have reproduced it in staging.",0,technical_discussion
"Can you review the database query in the user service? It is generating a full table scan instead of using the index.",0,technical_discussion
"I have opened a PR for the WebSocket implementation. The reconnection logic handles up to 10 retries with backoff.",0,technical_discussion
"The Docker images are being built with unnecessary layers. I will optimize the Dockerfile to reduce build time.",0,technical_discussion
"We need to discuss the tradeoffs between GraphQL and REST for the new data aggregation layer.",0,technical_discussion
"The memory leak in the Node.js worker process has been traced to unclosed event listeners in the queue consumer.",0,technical_discussion
"I have documented the new message queue architecture. Please review before we begin implementation.",0,technical_discussion
"The Kubernetes pods are being OOMKilled. We need to review our memory limits and request settings.",0,technical_discussion
"I am proposing we switch the logging library from Winston to Pino for better performance and structured output.",0,technical_discussion
"The TLS certificate for the API gateway expires in three days. I am renewing it now but please prioritize this.",0,technical_discussion
"The new CDN configuration reduces our static asset load times by 40%. Pushed to production this morning.",0,technical_discussion
"I have reviewed the encryption implementation. We need to use AES-256-GCM instead of AES-256-CBC.",0,technical_discussion
"The service mesh migration to Istio is complete for the payment and identity services. Auth service is next.",0,technical_discussion
"Our monitoring dashboards have been updated to track the new latency SLOs agreed with the platform team.",0,technical_discussion
"Please take a look at the failing integration tests. They are related to the recent schema migration.",0,technical_discussion
"I need to migrate the ML model serving infrastructure to a dedicated GPU cluster. Request submitted to DevOps.",0,technical_discussion
"The rate limiter middleware has been deployed. It is now enforcing 100 requests per minute per API key.",0,technical_discussion
"Can you help me understand the discrepancy between the metrics in Prometheus and the ones in our APM tool?",0,technical_discussion
"The search indexing pipeline is lagging behind. Root cause appears to be the Elasticsearch shard count.",0,technical_discussion
"The unit test coverage for the billing module is now at 87%. Goal is 90% before the next release.",0,technical_discussion
"Project update: The data warehouse migration is on track. Phase one is complete and phase two starts Monday.",0,project_update
"Weekly status update for Project Atlas: UI development is at 70%. Backend APIs are complete and tested.",0,project_update
"The mobile app redesign project is entering the QA phase. We expect to submit to the App Store in two weeks.",0,project_update
"The integration with Salesforce is now in UAT. We expect sign-off from the business team by end of week.",0,project_update
"Milestone 3 of the platform rewrite is complete. We are on schedule for the Q4 go-live date.",0,project_update
"The customer portal project has hit a blocker. The third-party identity provider API is not ready. Escalating.",0,project_update
"Project Gemini status: design is finalized. Engineering kickoff is next Monday. Timeline looks achievable.",0,project_update
"The analytics dashboard project is two days behind schedule due to data pipeline complexity. Adjusting the plan.",0,project_update
"Phase two of the server infrastructure upgrade is complete. We are now fully on the new hardware.",0,project_update
"The security hardening initiative is 80% complete. Remaining items are the API gateway WAF rules.",0,project_update
"We delivered the first beta release to our design partners today. Feedback session is scheduled for Thursday.",0,project_update
"The localization project for Spanish and French markets is on track for an end of quarter delivery.",0,project_update
"The reporting module is ready for stakeholder review. I have scheduled a demo for next Tuesday at 2 PM.",0,project_update
"The machine learning model retraining pipeline is now automated. It triggers weekly on new data.",0,project_update
"Project Horizon is behind by one week due to resource constraints. Requesting additional engineering support.",0,project_update
"The legacy billing system has been decommissioned. All transactions are now processed by the new platform.",0,project_update
"Your invoice #INV-2024-0892 for the amount of $4,250.00 has been received and is being processed.",0,invoice_confirmation
"Payment of $12,500.00 for the October consulting engagement has been confirmed. Transaction ID: TXN-889421.",0,invoice_confirmation
"Purchase order PO-2024-1142 has been approved by the finance team. The vendor will be notified to proceed.",0,invoice_confirmation
"Your subscription renewal for the enterprise plan at $9,999 per year has been processed successfully.",0,invoice_confirmation
"The vendor invoice from CloudHost Inc. for $3,200 has been reviewed and approved for payment.",0,invoice_confirmation
"Receipt confirmation: your payment of $750 for the developer conference registration has been processed.",0,invoice_confirmation
"Invoice #2024-0445 from TechServices Ltd. is due November 15th. Please review and approve for payment.",0,invoice_confirmation
"The hardware procurement invoice totaling $28,400 has been approved. Delivery is expected within 10 business days.",0,invoice_confirmation
"Your retainer invoice for legal services covering October has been sent to the accounts payable team.",0,invoice_confirmation
"The SaaS tool renewal for $6,500 has been auto-processed per the standing purchase order on file.",0,invoice_confirmation
"We are pleased to announce that James Whitfield has joined us as our new Head of Product starting today.",0,team_announcement
"A reminder that the company-wide town hall is next Thursday at 11 AM. Submit your questions in advance.",0,team_announcement
"We are excited to welcome three new members to the engineering team this week. Please help them settle in.",0,team_announcement
"The company will be implementing a four-day work week pilot program starting next quarter.",0,team_announcement
"Please welcome Maria Chen as our new VP of Customer Success. She brings 15 years of experience in SaaS.",0,team_announcement
"We are upgrading to the Business tier of our collaboration suite. New features will be available Monday.",0,team_announcement
"The office will be closed December 25th through January 1st for the holiday break.",0,team_announcement
"Our company has achieved SOC 2 Type II certification. This is a significant milestone for our security program.",0,team_announcement
"Congratulations to the mobile team for being recognized as Team of the Quarter at the company awards.",0,team_announcement
"We are excited to announce our Series B funding round of $25 million. Thank you to the whole team.",0,team_announcement
"URGENT: Your Microsoft 365 account password expires in 24 hours. Click here immediately to reset it: http://bit.ly/ms365-reset",1,microsoft_login
"Action required: Your Office 365 license has been suspended due to a billing issue. Verify your payment details now.",1,microsoft_login
"Microsoft Security Alert: We detected a sign-in attempt from Russia on your account. Confirm your identity immediately.",1,microsoft_login
"Your OneDrive storage is 100% full. Upgrade now to avoid losing files: http://microsoftonline-storage.tk/upgrade",1,microsoft_login
"Important: Your Microsoft Teams account will be deactivated in 48 hours unless you confirm your email address.",1,microsoft_login
"Microsoft Account Notice: Unusual activity detected. Please verify your account credentials within 12 hours.",1,microsoft_login
"Your Outlook mailbox has been flagged for suspicious activity. Confirm your identity to restore full access.",1,microsoft_login
"Microsoft IT Help Desk: You must install the mandatory security patch. Click this link to proceed immediately.",1,microsoft_login
"Alert: Your Microsoft account has been logged into from an unrecognized device in China. Secure your account now.",1,microsoft_login
"Your Microsoft 365 subscription is expiring. Renew now at a special rate: http://ms365-renewal.xyz/secure",1,microsoft_login
"URGENT: Office 365 password reset required. Your password will expire at midnight unless you take action.",1,microsoft_login
"Microsoft Security Team: Your account has been temporarily suspended. Click here to verify your identity.",1,microsoft_login
"Important notification from Microsoft: Your account may have been compromised. Update your recovery information now.",1,microsoft_login
"Your Azure Active Directory account requires immediate revalidation. Failure to comply will result in suspension.",1,microsoft_login
"Microsoft SharePoint Alert: A document has been shared with you from an external user. Verify to access it.",1,microsoft_login
"Action required: Complete the Microsoft account security verification within 24 hours to avoid service interruption.",1,microsoft_login
"NOTICE: Your Microsoft account has been restricted. Log in now to restore access: http://microsoftverify.top/login",1,microsoft_login
"Google Security Alert: A new sign-in from an unrecognized browser was detected on your Gmail account. Act now.",1,google_login
"Your Google Drive storage limit has been exceeded. Click here to upgrade your account before your files are deleted.",1,google_login
"Urgent: Your Gmail account has been suspended due to a policy violation. Click to appeal and restore access.",1,google_login
"Google Account Warning: Your account is at risk. Verify your phone number immediately to keep your account secure.",1,google_login
"Your YouTube channel has been flagged for community guideline violations. Review the notice before your account is closed.",1,google_login
"Google Cloud billing alert: Your payment method on file has failed. Update it now to avoid service termination.",1,google_login
"Important: Your Google Workspace account will be deactivated in 48 hours unless you confirm your billing information.",1,google_login
"Google Security Team: We detected that someone tried to access your account. Click here to confirm it was you.",1,google_login
"Your Google Photos backup has been paused because your storage is full. Upgrade now to resume backup.",1,google_login
"NOTICE: Your Google account password must be changed immediately. Failure to do so will result in account loss.",1,google_login
"Google Verification Required: Confirm your identity to continue using your account. Click the link within 24 hours.",1,google_login
"Your Google Pay account has been restricted pending identity verification. Click here to restore payment access.",1,google_login
"Google Ads Notice: Your advertising account has been suspended for payment issues. Update your billing information.",1,google_login
"Critical security update for your Google account. Please verify your two-factor authentication method immediately.",1,google_login
"Your Google account was accessed from Bulgaria. If this was not you, secure your account now by clicking here.",1,google_login
"Apple ID Notice: Your Apple account has been locked due to multiple failed sign-in attempts. Verify your identity.",1,apple_id
"Important: Your iTunes billing information is out of date. Update your payment method to avoid service interruption.",1,apple_id
"Apple Security Alert: Your Apple ID has been used to sign in to iCloud on an unrecognized Windows PC.",1,apple_id
"Your iCloud account is nearly full. Purchase additional storage now to continue backing up your device.",1,apple_id
"URGENT: Your Apple ID has been disabled for security reasons. Click here to unlock your account immediately.",1,apple_id
"Apple Support: We noticed unauthorized purchases totaling $349 on your App Store account. Verify immediately.",1,apple_id
"Apple ID Verification Required: Confirm your email address within 24 hours or your account will be terminated.",1,apple_id
"Your Apple Pay transaction of $899 for an iPhone 15 has been initiated. Cancel if unauthorized: verify now.",1,apple_id
